RTO_iter	profit	XFr_A_unmodified	XFr_A	XFr_B_unmodified	XFr_B	XFr_E_unmodified	XFr_E	XFr_P_unmodified	XFr_P	XFr_G_unmodified	XFr_G	Ka1	Ka2	Kb1	Kb2	XFr_A_eps	Fb_XFr_A_lam	Tr_XFr_A_lam	XFr_B_eps	Fb_XFr_B_lam	Tr_XFr_B_lam	XFr_E_eps	Fb_XFr_E_lam	Tr_XFr_E_lam	XFr_P_eps	Fb_XFr_P_lam	Tr_XFr_P_lam	XFr_G_eps	Fb_XFr_G_lam	Tr_XFr_G_lam
10	-1.906972e+02	8.005094e-02	9.228440e-02	3.674696e-01	3.866781e-01	3.035391e-01	2.895890e-01	1.031841e-01	1.096814e-01	1.457562e-01	1.053391e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.224654e-02	5.247056e-03	2.952760e-04	1.922375e-02	9.449483e-03	-2.263740e-04	-1.395442e-02	-8.404854e-03	1.043300e-03	6.501382e-03	-4.308454e-03	9.932359e-04	-4.043578e-02	3.180801e-04	-1.414757e-03
11	-1.908007e+02	7.884483e-02	9.127055e-02	3.677924e-01	3.871319e-01	3.037055e-01	2.898779e-01	1.029505e-01	1.096420e-01	1.467068e-01	1.058908e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.243603e-02	5.142501e-03	2.885820e-04	1.935156e-02	9.298545e-03	-2.333228e-04	-1.383107e-02	-8.312088e-03	1.043810e-03	6.694660e-03	-4.299587e-03	9.912125e-04	-4.083059e-02	4.306293e-04	-1.407923e-03
12	-1.908614e+02	7.797540e-02	9.054001e-02	3.680680e-01	3.875042e-01	3.038088e-01	2.900656e-01	1.027827e-01	1.096112e-01	1.473651e-01	1.062648e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.257255e-02	5.065678e-03	2.836549e-04	1.944555e-02	9.187576e-03	-2.384740e-04	-1.374600e-02	-8.243797e-03	1.044258e-03	6.830814e-03	-4.293234e-03	9.897199e-04	-4.111145e-02	5.140052e-04	-1.402773e-03
13	-1.908980e+02	7.734772e-02	9.001298e-02	3.682973e-01	3.878054e-01	3.038722e-01	2.901865e-01	1.026628e-01	1.095876e-01	1.478199e-01	1.065171e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.267128e-02	5.009238e-03	2.800461e-04	1.951522e-02	9.106028e-03	-2.422737e-04	-1.368789e-02	-8.193581e-03	1.044640e-03	6.926489e-03	-4.288698e-03	9.886374e-04	-4.131130e-02	5.757217e-04	-1.398953e-03
14	-1.909207e+02	7.689374e-02	8.963215e-02	3.684849e-01	3.880467e-01	3.039104e-01	2.902636e-01	1.025773e-01	1.095697e-01	1.481336e-01	1.066864e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.274294e-02	4.967743e-03	2.774101e-04	1.956721e-02	9.046071e-03	-2.450688e-04	-1.364854e-02	-8.156655e-03	1.044958e-03	6.993611e-03	-4.285467e-03	9.878611e-04	-4.145365e-02	6.214182e-04	-1.396147e-03
15	-1.909352e+02	7.656474e-02	8.935647e-02	3.686364e-01	3.882386e-01	3.039327e-01	2.903119e-01	1.025165e-01	1.095562e-01	1.483496e-01	1.067992e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.279512e-02	4.937200e-03	2.754871e-04	1.960618e-02	9.001942e-03	-2.471222e-04	-1.362213e-02	-8.129484e-03	1.045219e-03	7.040655e-03	-4.283170e-03	9.873087e-04	-4.155516e-02	6.552832e-04	-1.394098e-03
16	-1.909447e+02	7.632579e-02	8.915651e-02	3.687577e-01	3.883902e-01	3.039452e-01	2.903417e-01	1.024732e-01	1.095462e-01	1.484981e-01	1.068739e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.283323e-02	4.914684e-03	2.740845e-04	1.963551e-02	8.969417e-03	-2.486305e-04	-1.360456e-02	-8.109466e-03	1.045430e-03	7.073607e-03	-4.281537e-03	9.869176e-04	-4.162766e-02	6.804111e-04	-1.392608e-03
17	-1.909510e+02	7.615189e-02	8.901117e-02	3.688541e-01	3.885095e-01	3.039516e-01	2.903594e-01	1.024425e-01	1.095387e-01	1.485999e-01	1.069230e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.286115e-02	4.898057e-03	2.730609e-04	1.965764e-02	8.945406e-03	-2.497389e-04	-1.359299e-02	-8.094699e-03	1.045600e-03	7.096683e-03	-4.280377e-03	9.866417e-04	-4.167953e-02	6.990824e-04	-1.391526e-03
18	-1.909553e+02	7.602505e-02	8.890531e-02	3.689302e-01	3.886029e-01	3.039544e-01	2.903695e-01	1.024206e-01	1.095331e-01	1.486698e-01	1.069550e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.288165e-02	4.885759e-03	2.723133e-04	1.967437e-02	8.927652e-03	-2.505540e-04	-1.358545e-02	-8.083787e-03	1.045735e-03	7.112843e-03	-4.279552e-03	9.864476e-04	-4.171671e-02	7.129769e-04	-1.390741e-03
19	-1.909582e+02	7.593233e-02	8.882804e-02	3.689901e-01	3.886759e-01	3.039550e-01	2.903749e-01	1.024050e-01	1.095289e-01	1.487175e-01	1.069755e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.289674e-02	4.876646e-03	2.717665e-04	1.968705e-02	8.914502e-03	-2.511543e-04	-1.358061e-02	-8.075711e-03	1.045842e-03	7.124160e-03	-4.278966e-03	9.863112e-04	-4.174340e-02	7.233322e-04	-1.390171e-03
20	-1.909603e+02	7.586442e-02	8.877153e-02	3.690370e-01	3.887328e-01	3.039545e-01	2.903773e-01	1.023939e-01	1.095258e-01	1.487501e-01	1.069885e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.290788e-02	4.869882e-03	2.713661e-04	1.969666e-02	8.904744e-03	-2.515969e-04	-1.357756e-02	-8.069724e-03	1.045926e-03	7.132090e-03	-4.278549e-03	9.862155e-04	-4.176260e-02	7.310613e-04	-1.389758e-03
