RTO_iter	profit	XFr_A_unmodified	XFr_A	XFr_B_unmodified	XFr_B	XFr_E_unmodified	XFr_E	XFr_P_unmodified	XFr_P	XFr_G_unmodified	XFr_G	Ka1	Ka2	Kb1	Kb2	XFr_A_eps	Fb_XFr_A_lam	Tr_XFr_A_lam	XFr_B_eps	Fb_XFr_B_lam	Tr_XFr_B_lam	XFr_E_eps	Fb_XFr_E_lam	Tr_XFr_E_lam	XFr_P_eps	Fb_XFr_P_lam	Tr_XFr_P_lam	XFr_G_eps	Fb_XFr_G_lam	Tr_XFr_G_lam
10	-1.902100e+02	8.396785e-02	9.558179e-02	3.668368e-01	3.856433e-01	3.028327e-01	2.884476e-01	1.039432e-01	1.097834e-01	1.424194e-01	1.033213e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.162991e-02	5.571520e-03	3.158998e-04	1.882505e-02	9.917171e-03	-2.052966e-04	-1.439028e-02	-8.691303e-03	1.042393e-03	5.845026e-03	-4.337647e-03	9.993194e-04	-3.912049e-02	-2.401337e-05	-1.434369e-03
11	-1.904725e+02	8.212064e-02	9.402963e-02	3.671183e-01	3.861192e-01	3.031778e-01	2.889939e-01	1.035917e-01	1.097400e-01	1.439916e-01	1.042709e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.192271e-02	5.419514e-03	3.063996e-04	1.901690e-02	9.698305e-03	-2.149964e-04	-1.418837e-02	-8.557583e-03	1.042792e-03	6.152460e-03	-4.324094e-03	9.966322e-04	-3.973994e-02	1.359081e-04	-1.425708e-03
12	-1.906388e+02	8.068827e-02	9.282519e-02	3.673941e-01	3.865460e-01	3.034191e-01	2.893893e-01	1.033151e-01	1.097005e-01	1.451834e-01	1.049824e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.214844e-02	5.299271e-03	2.987655e-04	1.916526e-02	9.524940e-03	-2.228361e-04	-1.403365e-02	-8.451337e-03	1.043203e-03	6.388897e-03	-4.313508e-03	9.943785e-04	-4.021716e-02	2.635182e-04	-1.418331e-03
13	-1.907454e+02	7.957769e-02	9.189097e-02	3.676510e-01	3.869207e-01	3.035877e-01	2.896750e-01	1.030990e-01	1.096663e-01	1.460845e-01	1.055136e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.232279e-02	5.204402e-03	2.926851e-04	1.928078e-02	9.388025e-03	-2.291148e-04	-1.391598e-02	-8.367247e-03	1.043600e-03	6.570094e-03	-4.305276e-03	9.925407e-04	-4.058425e-02	3.649562e-04	-1.412222e-03
14	-1.908147e+02	7.871624e-02	9.116626e-02	3.678827e-01	3.872449e-01	3.037054e-01	2.898810e-01	1.029312e-01	1.096375e-01	1.467645e-01	1.059090e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.245778e-02	5.129656e-03	2.878719e-04	1.937131e-02	9.280082e-03	-2.341118e-04	-1.382707e-02	-8.300853e-03	1.043967e-03	6.708605e-03	-4.298897e-03	9.910703e-04	-4.086642e-02	4.454119e-04	-1.407260e-03
15	-1.908604e+02	7.804754e-02	9.060379e-02	3.680871e-01	3.875224e-01	3.037871e-01	2.900291e-01	1.028013e-01	1.096137e-01	1.472769e-01	1.062024e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.256252e-02	5.070800e-03	2.840779e-04	1.944267e-02	9.195050e-03	-2.380716e-04	-1.376029e-02	-8.248500e-03	1.044299e-03	6.814290e-03	-4.293968e-03	9.899100e-04	-4.108330e-02	5.091533e-04	-1.403281e-03
16	-1.908910e+02	7.752795e-02	9.016691e-02	3.682648e-01	3.877581e-01	3.038437e-01	2.901351e-01	1.027010e-01	1.095944e-01	1.476625e-01	1.064195e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.264399e-02	5.024456e-03	2.810958e-04	1.949918e-02	9.128079e-03	-2.412005e-04	-1.371039e-02	-8.207246e-03	1.044593e-03	6.894822e-03	-4.290167e-03	9.890031e-04	-4.125005e-02	5.596321e-04	-1.400121e-03
17	-1.909120e+02	7.712381e-02	8.982728e-02	3.684176e-01	3.879569e-01	3.038824e-01	2.902107e-01	1.026237e-01	1.095787e-01	1.479524e-01	1.065798e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.270749e-02	4.987953e-03	2.787561e-04	1.954413e-02	9.075323e-03	-2.436682e-04	-1.367328e-02	-8.174741e-03	1.044849e-03	6.956130e-03	-4.287240e-03	9.882995e-04	-4.137830e-02	5.996105e-04	-1.397625e-03
18	-1.909265e+02	7.680909e-02	8.956298e-02	3.685477e-01	3.881238e-01	3.039087e-01	2.902641e-01	1.025643e-01	1.095662e-01	1.481702e-01	1.066977e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.275708e-02	4.959184e-03	2.769225e-04	1.957999e-02	9.033745e-03	-2.456124e-04	-1.364581e-02	-8.149122e-03	1.045070e-03	7.002771e-03	-4.284989e-03	9.877565e-04	-4.147702e-02	6.312850e-04	-1.395665e-03
19	-1.909367e+02	7.656373e-02	8.935708e-02	3.686577e-01	3.882634e-01	3.039263e-01	2.903017e-01	1.025186e-01	1.095561e-01	1.483337e-01	1.067842e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.279589e-02	4.936492e-03	2.754863e-04	1.960868e-02	9.000953e-03	-2.471433e-04	-1.362557e-02	-8.128922e-03	1.045259e-03	7.038238e-03	-4.283259e-03	9.873390e-04	-4.155307e-02	6.563949e-04	-1.394128e-03
20	-1.909441e+02	7.637220e-02	8.919650e-02	3.687504e-01	3.883797e-01	3.039377e-01	2.903278e-01	1.024834e-01	1.095481e-01	1.484563e-01	1.068474e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.282632e-02	4.918579e-03	2.743614e-04	1.963168e-02	8.975070e-03	-2.483485e-04	-1.361074e-02	-8.112983e-03	1.045420e-03	7.065201e-03	-4.281930e-03	9.870190e-04	-4.161171e-02	6.763152e-04	-1.392927e-03
