RTO_iter	rho	tr	tr_adjusted	event	cost_unmodified	cost	con_unmodified	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	cost_eps	Fa_cost_lam	Fb_cost_lam	Tr_cost_lam	con_eps	Fa_con_lam	Fb_con_lam	Tr_con_lam
18	1.025136e+00	1.000000e+00	1.000000e+00	trust region too large	-1.827815e+02	-2.099360e+02	4.112140e+01	4.108005e-07	1.156405e-01	3.844250e-01	2.772568e-01	9.660377e-02	1.260739e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.715498e+01	-4.707223e+01	3.840434e+01	-1.722877e+01	-4.112140e+01	-3.844573e-02	-8.774236e-02	-9.030491e-01
19	1.025113e+00	1.000000e+00	1.000000e+00	trust region too large	-1.826406e+02	-2.099556e+02	4.114795e+01	4.110733e-07	1.155541e-01	3.845050e-01	2.772392e-01	9.657862e-02	1.261230e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.731547e+01	-4.712286e+01	3.840884e+01	-1.725701e+01	-4.114795e+01	-3.850191e-02	-8.787286e-02	-9.033283e-01
20	1.025084e+00	1.000000e+00	1.000000e+00	trust region too large	-1.825028e+02	-2.099743e+02	4.117377e+01	4.113385e-07	1.154705e-01	3.845826e-01	2.772221e-01	9.655413e-02	1.261707e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.747197e+01	-4.717198e+01	3.841320e+01	-1.728452e+01	-4.117378e+01	-3.855662e-02	-8.800008e-02	-9.035998e-01
21	1.025052e+00	1.000000e+00	1.000000e+00	trust region too large	-1.823678e+02	-2.099920e+02	4.119891e+01	4.115966e-07	1.153895e-01	3.846579e-01	2.772053e-01	9.653028e-02	1.262171e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.762459e+01	-4.721971e+01	3.841741e+01	-1.731133e+01	-4.119891e+01	-3.860989e-02	-8.812408e-02	-9.038638e-01
22	1.025020e+00	1.000000e+00	1.000000e+00	trust region too large	-1.822357e+02	-2.100087e+02	4.122336e+01	4.118477e-07	1.153107e-01	3.847311e-01	2.771889e-01	9.650707e-02	1.262622e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.777344e+01	-4.726611e+01	3.842149e+01	-1.733744e+01	-4.122337e+01	-3.866174e-02	-8.824491e-02	-9.041207e-01
23	1.024989e+00	1.000000e+00	1.000000e+00	trust region too large	-1.821065e+02	-2.100247e+02	4.124717e+01	4.120921e-07	1.152342e-01	3.848024e-01	2.771730e-01	9.648449e-02	1.263060e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.791862e+01	-4.731124e+01	3.842544e+01	-1.736287e+01	-4.124717e+01	-3.871221e-02	-8.836264e-02	-9.043706e-01
24	1.024958e+00	1.000000e+00	1.000000e+00	trust region too large	-1.819800e+02	-2.100398e+02	4.127035e+01	4.123300e-07	1.151597e-01	3.848717e-01	2.771574e-01	9.646250e-02	1.263487e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.806023e+01	-4.735517e+01	3.842926e+01	-1.738764e+01	-4.127035e+01	-3.876134e-02	-8.847737e-02	-9.046138e-01
25	1.024929e+00	1.000000e+00	1.000000e+00	trust region too large	-1.818562e+02	-2.100542e+02	4.129291e+01	4.125616e-07	1.150872e-01	3.849392e-01	2.771423e-01	9.644111e-02	1.263901e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.819836e+01	-4.739792e+01	3.843296e+01	-1.741176e+01	-4.129291e+01	-3.880916e-02	-8.858916e-02	-9.048504e-01
26	1.024901e+00	1.000000e+00	1.000000e+00	trust region too large	-1.817351e+02	-2.100679e+02	4.131487e+01	4.127870e-07	1.150167e-01	3.850049e-01	2.771276e-01	9.642028e-02	1.264305e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.833309e+01	-4.743953e+01	3.843655e+01	-1.743525e+01	-4.131488e+01	-3.885571e-02	-8.869810e-02	-9.050807e-01
27	1.024875e+00	1.000000e+00	1.000000e+00	trust region too large	-1.816166e+02	-2.100808e+02	4.133626e+01	4.130065e-07	1.149481e-01	3.850689e-01	2.771132e-01	9.640001e-02	1.264697e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.846453e+01	-4.748004e+01	3.844002e+01	-1.745814e+01	-4.133627e+01	-3.890103e-02	-8.880426e-02	-9.053049e-01
28	1.024850e+00	1.000000e+00	1.000000e+00	trust region too large	-1.815007e+02	-2.100932e+02	4.135709e+01	4.132202e-07	1.148814e-01	3.851313e-01	2.770992e-01	9.638027e-02	1.265079e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.859274e+01	-4.751949e+01	3.844338e+01	-1.748043e+01	-4.135709e+01	-3.894515e-02	-8.890774e-02	-9.055232e-01
29	1.024827e+00	1.000000e+00	1.000000e+00	trust region too large	-1.813873e+02	-2.101049e+02	4.137738e+01	4.134283e-07	1.148164e-01	3.851920e-01	2.770855e-01	9.636105e-02	1.265451e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.871783e+01	-4.755789e+01	3.844663e+01	-1.750215e+01	-4.137738e+01	-3.898812e-02	-8.900858e-02	-9.057356e-01
30	1.024805e+00	1.000000e+00	1.000000e+00	trust region too large	-1.812764e+02	-2.101160e+02	4.139713e+01	4.136310e-07	1.147531e-01	3.852511e-01	2.770722e-01	9.634234e-02	1.265813e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.883986e+01	-4.759530e+01	3.844979e+01	-1.752331e+01	-4.139714e+01	-3.902996e-02	-8.910688e-02	-9.059425e-01
31	1.024784e+00	1.000000e+00	1.000000e+00	trust region too large	-1.811679e+02	-2.101266e+02	4.141638e+01	4.138284e-07	1.146915e-01	3.853087e-01	2.770592e-01	9.632412e-02	1.266165e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.895892e+01	-4.763172e+01	3.845285e+01	-1.754392e+01	-4.141638e+01	-3.907070e-02	-8.920270e-02	-9.061439e-01
32	1.024765e+00	1.000000e+00	1.000000e+00	trust region too large	-1.810618e+02	-2.101366e+02	4.143512e+01	4.140207e-07	1.146315e-01	3.853648e-01	2.770466e-01	9.630637e-02	1.266507e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.907508e+01	-4.766720e+01	3.845581e+01	-1.756401e+01	-4.143512e+01	-3.911039e-02	-8.929611e-02	-9.063401e-01
33	1.024747e+00	1.000000e+00	1.000000e+00	trust region too large	-1.809580e+02	-2.101462e+02	4.145338e+01	4.142080e-07	1.145731e-01	3.854195e-01	2.770342e-01	9.628909e-02	1.266841e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.918842e+01	-4.770176e+01	3.845868e+01	-1.758358e+01	-4.145339e+01	-3.914904e-02	-8.938716e-02	-9.065311e-01
34	1.024731e+00	1.000000e+00	1.000000e+00	trust region too large	-1.808565e+02	-2.101553e+02	4.147118e+01	4.143904e-07	1.145162e-01	3.854727e-01	2.770222e-01	9.627225e-02	1.267166e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.929900e+01	-4.773542e+01	3.846147e+01	-1.760266e+01	-4.147118e+01	-3.918669e-02	-8.947594e-02	-9.067172e-01
35	1.024715e+00	1.000000e+00	1.000000e+00	trust region too large	-1.807572e+02	-2.101639e+02	4.148851e+01	4.145682e-07	1.144609e-01	3.855246e-01	2.770105e-01	9.625585e-02	1.267482e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.940690e+01	-4.776821e+01	3.846417e+01	-1.762125e+01	-4.148851e+01	-3.922337e-02	-8.956249e-02	-9.068984e-01
36	1.024701e+00	1.000000e+00	1.000000e+00	trust region too large	-1.806601e+02	-2.101721e+02	4.150540e+01	4.147414e-07	1.144069e-01	3.855752e-01	2.769991e-01	9.623988e-02	1.267790e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.951219e+01	-4.780016e+01	3.846679e+01	-1.763937e+01	-4.150540e+01	-3.925911e-02	-8.964688e-02	-9.070750e-01
37	1.024688e+00	1.000000e+00	1.000000e+00	trust region too large	-1.805652e+02	-2.101799e+02	4.152186e+01	4.149101e-07	1.143544e-01	3.856244e-01	2.769879e-01	9.622432e-02	1.268090e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.961492e+01	-4.783129e+01	3.846933e+01	-1.765702e+01	-4.152186e+01	-3.929393e-02	-8.972916e-02	-9.072469e-01
38	1.024677e+00	1.000000e+00	1.000000e+00	trust region too large	-1.804723e+02	-2.101873e+02	4.153790e+01	4.150746e-07	1.143032e-01	3.856725e-01	2.769771e-01	9.620915e-02	1.268382e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.971518e+01	-4.786162e+01	3.847180e+01	-1.767424e+01	-4.153790e+01	-3.932785e-02	-8.980940e-02	-9.074145e-01
39	1.024667e+00	1.000000e+00	1.000000e+00	trust region too large	-1.803815e+02	-2.101944e+02	4.155353e+01	4.152348e-07	1.142533e-01	3.857193e-01	2.769665e-01	9.619438e-02	1.268666e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.981301e+01	-4.789117e+01	3.847420e+01	-1.769102e+01	-4.155353e+01	-3.936091e-02	-8.988764e-02	-9.075777e-01
40	1.024658e+00	1.000000e+00	1.000000e+00	trust region too large	-1.802928e+02	-2.102011e+02	4.156876e+01	4.153910e-07	1.142047e-01	3.857649e-01	2.769562e-01	9.617998e-02	1.268943e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.990848e+01	-4.791997e+01	3.847652e+01	-1.770738e+01	-4.156876e+01	-3.939312e-02	-8.996394e-02	-9.077368e-01
41	1.024649e+00	1.000000e+00	1.000000e+00	trust region too large	-1.802060e+02	-2.102075e+02	4.158361e+01	4.155432e-07	1.141574e-01	3.858093e-01	2.769461e-01	9.616595e-02	1.269213e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.000165e+01	-4.794804e+01	3.847877e+01	-1.772332e+01	-4.158361e+01	-3.942452e-02	-9.003836e-02	-9.078918e-01
42	1.024643e+00	1.000000e+00	1.000000e+00	trust region too large	-1.801211e+02	-2.102136e+02	4.159808e+01	4.156915e-07	1.141112e-01	3.858527e-01	2.769363e-01	9.615228e-02	1.269476e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.009258e+01	-4.797540e+01	3.848096e+01	-1.773887e+01	-4.159809e+01	-3.945512e-02	-9.011093e-02	-9.080428e-01
43	1.024637e+00	1.000000e+00	1.000000e+00	trust region too large	-1.800382e+02	-2.102193e+02	4.161219e+01	4.158361e-07	1.140663e-01	3.858949e-01	2.769267e-01	9.613895e-02	1.269732e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.018132e+01	-4.800206e+01	3.848309e+01	-1.775403e+01	-4.161219e+01	-3.948494e-02	-9.018171e-02	-9.081900e-01
44	1.024633e+00	1.000000e+00	1.000000e+00	trust region too large	-1.799570e+02	-2.102248e+02	4.162595e+01	4.159771e-07	1.140225e-01	3.859361e-01	2.769173e-01	9.612597e-02	1.269981e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.026792e+01	-4.802805e+01	3.848516e+01	-1.776881e+01	-4.162595e+01	-3.951401e-02	-9.025074e-02	-9.083334e-01
45	1.024629e+00	1.000000e+00	1.000000e+00	trust region too large	-1.798777e+02	-2.102301e+02	4.163935e+01	4.161145e-07	1.139798e-01	3.859762e-01	2.769082e-01	9.611331e-02	1.270224e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.035245e+01	-4.805339e+01	3.848716e+01	-1.778322e+01	-4.163935e+01	-3.954234e-02	-9.031808e-02	-9.084733e-01
46	1.024627e+00	1.000000e+00	1.000000e+00	trust region too large	-1.798002e+02	-2.102350e+02	4.165243e+01	4.162485e-07	1.139382e-01	3.860154e-01	2.768993e-01	9.610097e-02	1.270461e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.043494e+01	-4.807808e+01	3.848911e+01	-1.779727e+01	-4.165243e+01	-3.956997e-02	-9.038376e-02	-9.086095e-01
47	1.024626e+00	1.000000e+00	1.000000e+00	trust region too large	-1.797244e+02	-2.102398e+02	4.166517e+01	4.163791e-07	1.138977e-01	3.860535e-01	2.768907e-01	9.608894e-02	1.270692e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.051546e+01	-4.810216e+01	3.849100e+01	-1.781098e+01	-4.166517e+01	-3.959689e-02	-9.044782e-02	-9.087424e-01
48	1.024626e+00	1.000000e+00	1.000000e+00	trust region too large	-1.796503e+02	-2.102443e+02	4.167760e+01	4.165064e-07	1.138581e-01	3.860908e-01	2.768822e-01	9.607721e-02	1.270917e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.059405e+01	-4.812563e+01	3.849284e+01	-1.782434e+01	-4.167760e+01	-3.962315e-02	-9.051032e-02	-9.088719e-01
49	1.024627e+00	1.000000e+00	1.000000e+00	trust region too large	-1.795779e+02	-2.102486e+02	4.168971e+01	4.166305e-07	1.138196e-01	3.861270e-01	2.768740e-01	9.606578e-02	1.271136e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.067076e+01	-4.814851e+01	3.849463e+01	-1.783738e+01	-4.168971e+01	-3.964874e-02	-9.057129e-02	-9.089981e-01
50	1.024630e+00	1.000000e+00	1.000000e+00	trust region too large	-1.795071e+02	-2.102526e+02	4.170153e+01	4.167516e-07	1.137821e-01	3.861624e-01	2.768659e-01	9.605463e-02	1.271350e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.074563e+01	-4.817083e+01	3.849637e+01	-1.785009e+01	-4.170153e+01	-3.967370e-02	-9.063077e-02	-9.091212e-01
51	1.024633e+00	1.000000e+00	1.000000e+00	trust region too large	-1.794379e+02	-2.102565e+02	4.171305e+01	4.168697e-07	1.137454e-01	3.861969e-01	2.768581e-01	9.604377e-02	1.271558e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.081871e+01	-4.819258e+01	3.849806e+01	-1.786249e+01	-4.171305e+01	-3.969803e-02	-9.068879e-02	-9.092412e-01
52	1.024637e+00	1.000000e+00	1.000000e+00	trust region too large	-1.793703e+02	-2.102602e+02	4.172428e+01	4.169848e-07	1.137098e-01	3.862306e-01	2.768504e-01	9.603317e-02	1.271761e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.089005e+01	-4.821380e+01	3.849970e+01	-1.787458e+01	-4.172429e+01	-3.972176e-02	-9.074540e-02	-9.093582e-01
53	1.024643e+00	1.000000e+00	1.000000e+00	trust region too large	-1.793041e+02	-2.102637e+02	4.173524e+01	4.170970e-07	1.136750e-01	3.862634e-01	2.768429e-01	9.602284e-02	1.271959e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.095968e+01	-4.823448e+01	3.850129e+01	-1.788637e+01	-4.173524e+01	-3.974490e-02	-9.080063e-02	-9.094723e-01
54	1.024650e+00	1.000000e+00	1.000000e+00	trust region too large	-1.792395e+02	-2.102671e+02	4.174593e+01	4.172065e-07	1.136410e-01	3.862954e-01	2.768356e-01	9.601276e-02	1.272152e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.102766e+01	-4.825466e+01	3.850284e+01	-1.789788e+01	-4.174593e+01	-3.976746e-02	-9.085452e-02	-9.095835e-01
55	1.024657e+00	1.000000e+00	1.000000e+00	trust region too large	-1.791764e+02	-2.102703e+02	4.175635e+01	4.173133e-07	1.136079e-01	3.863266e-01	2.768285e-01	9.600294e-02	1.272340e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.109401e+01	-4.827433e+01	3.850435e+01	-1.790910e+01	-4.175635e+01	-3.978947e-02	-9.090709e-02	-9.096920e-01
56	1.024666e+00	1.000000e+00	1.000000e+00	trust region too large	-1.791146e+02	-2.102733e+02	4.176652e+01	4.174174e-07	1.135757e-01	3.863571e-01	2.768216e-01	9.599335e-02	1.272523e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.115878e+01	-4.829352e+01	3.850582e+01	-1.792005e+01	-4.176652e+01	-3.981093e-02	-9.095840e-02	-9.097978e-01
57	1.024676e+00	1.000000e+00	1.000000e+00	trust region too large	-1.790543e+02	-2.102762e+02	4.177643e+01	4.175189e-07	1.135442e-01	3.863868e-01	2.768148e-01	9.598401e-02	1.272702e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.122201e+01	-4.831223e+01	3.850725e+01	-1.793073e+01	-4.177643e+01	-3.983186e-02	-9.100845e-02	-9.099010e-01
58	1.024687e+00	1.000000e+00	1.000000e+00	trust region too large	-1.789953e+02	-2.102790e+02	4.178610e+01	4.176180e-07	1.135135e-01	3.864157e-01	2.768082e-01	9.597489e-02	1.272876e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.128373e+01	-4.833048e+01	3.850863e+01	-1.794115e+01	-4.178610e+01	-3.985227e-02	-9.105730e-02	-9.100016e-01
59	1.024699e+00	1.000000e+00	1.000000e+00	trust region too large	-1.789377e+02	-2.102816e+02	4.179554e+01	4.177146e-07	1.134836e-01	3.864440e-01	2.768018e-01	9.596600e-02	1.273046e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.134399e+01	-4.834828e+01	3.850998e+01	-1.795131e+01	-4.179554e+01	-3.987219e-02	-9.110496e-02	-9.100997e-01
60	1.024712e+00	1.000000e+00	1.000000e+00	trust region too large	-1.788813e+02	-2.102841e+02	4.180474e+01	4.178089e-07	1.134544e-01	3.864715e-01	2.767955e-01	9.595733e-02	1.273212e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.140282e+01	-4.836565e+01	3.851130e+01	-1.796123e+01	-4.180474e+01	-3.989161e-02	-9.115147e-02	-9.101954e-01
61	1.024727e+00	1.000000e+00	1.000000e+00	trust region too large	-1.788263e+02	-2.102865e+02	4.181372e+01	4.179009e-07	1.134260e-01	3.864984e-01	2.767893e-01	9.594888e-02	1.273374e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.146024e+01	-4.838259e+01	3.851258e+01	-1.797090e+01	-4.181372e+01	-3.991055e-02	-9.119686e-02	-9.102888e-01
62	1.024743e+00	1.000000e+00	1.000000e+00	trust region too large	-1.787725e+02	-2.102887e+02	4.182248e+01	4.179906e-07	1.133982e-01	3.865247e-01	2.767833e-01	9.594063e-02	1.273531e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.151631e+01	-4.839911e+01	3.851382e+01	-1.798034e+01	-4.182248e+01	-3.992904e-02	-9.124115e-02	-9.103798e-01
63	1.024759e+00	1.000000e+00	1.000000e+00	trust region too large	-1.787199e+02	-2.102909e+02	4.183102e+01	4.180780e-07	1.133712e-01	3.865503e-01	2.767775e-01	9.593258e-02	1.273685e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.157104e+01	-4.841523e+01	3.851503e+01	-1.798955e+01	-4.183102e+01	-3.994706e-02	-9.128437e-02	-9.104686e-01
64	1.024777e+00	1.000000e+00	1.000000e+00	trust region too large	-1.786685e+02	-2.102929e+02	4.183936e+01	4.181634e-07	1.133448e-01	3.865752e-01	2.767718e-01	9.592473e-02	1.273835e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.162448e+01	-4.843095e+01	3.851621e+01	-1.799854e+01	-4.183936e+01	-3.996465e-02	-9.132656e-02	-9.105553e-01
65	1.024796e+00	1.000000e+00	1.000000e+00	trust region too large	-1.786183e+02	-2.102949e+02	4.184749e+01	4.182467e-07	1.133190e-01	3.865996e-01	2.767662e-01	9.591707e-02	1.273981e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.167665e+01	-4.844629e+01	3.851736e+01	-1.800731e+01	-4.184749e+01	-3.998181e-02	-9.136773e-02	-9.106398e-01
