RTO_iter	cost	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
27	-2.086967e+02	-2.565055e-05	1.346126e-01	4.090988e-01	2.528582e-01	9.977100e-02	7.997435e-02
28	-2.087838e+02	-2.398900e-05	1.344935e-01	4.093649e-01	2.527853e-01	9.973398e-02	7.997601e-02
29	-2.088659e+02	-2.244778e-05	1.343782e-01	4.096225e-01	2.527147e-01	9.969817e-02	7.997755e-02
30	-2.089434e+02	-2.101682e-05	1.342665e-01	4.098719e-01	2.526464e-01	9.966352e-02	7.997898e-02
31	-2.090165e+02	-1.968702e-05	1.341584e-01	4.101135e-01	2.525802e-01	9.962997e-02	7.998031e-02
32	-2.090854e+02	-1.845017e-05	1.340536e-01	4.103475e-01	2.525160e-01	9.959749e-02	7.998155e-02
33	-2.091506e+02	-1.729881e-05	1.339521e-01	4.105743e-01	2.524538e-01	9.956602e-02	7.998270e-02
34	-2.092121e+02	-1.622617e-05	1.338536e-01	4.107941e-01	2.523936e-01	9.953554e-02	7.998377e-02
35	-2.092702e+02	-1.522611e-05	1.337582e-01	4.110072e-01	2.523352e-01	9.950600e-02	7.998477e-02
36	-2.093251e+02	-1.429304e-05	1.336657e-01	4.112138e-01	2.522785e-01	9.947736e-02	7.998571e-02
37	-2.093770e+02	-1.342186e-05	1.335759e-01	4.114142e-01	2.522236e-01	9.944960e-02	7.998658e-02
38	-2.094262e+02	-1.260790e-05	1.334889e-01	4.116087e-01	2.521703e-01	9.942267e-02	7.998739e-02
39	-2.094726e+02	-1.184692e-05	1.334044e-01	4.117973e-01	2.521186e-01	9.939656e-02	7.998815e-02
40	-2.095165e+02	-1.113501e-05	1.333224e-01	4.119804e-01	2.520683e-01	9.937122e-02	7.998886e-02
41	-2.095581e+02	-1.046862e-05	1.332428e-01	4.121581e-01	2.520196e-01	9.934663e-02	7.998953e-02
42	-2.095975e+02	-9.844478e-06	1.331655e-01	4.123306e-01	2.519723e-01	9.932276e-02	7.999016e-02
43	-2.096348e+02	-9.259571e-06	1.330905e-01	4.124981e-01	2.519264e-01	9.929960e-02	7.999074e-02
44	-2.096701e+02	-8.711138e-06	1.330176e-01	4.126608e-01	2.518817e-01	9.927710e-02	7.999129e-02
45	-2.097035e+02	-8.196642e-06	1.329468e-01	4.128188e-01	2.518384e-01	9.925526e-02	7.999180e-02
46	-2.097352e+02	-7.713738e-06	1.328780e-01	4.129723e-01	2.517963e-01	9.923404e-02	7.999229e-02
47	-2.097652e+02	-7.260271e-06	1.328112e-01	4.131215e-01	2.517553e-01	9.921342e-02	7.999274e-02
48	-2.097936e+02	-6.834246e-06	1.327462e-01	4.132665e-01	2.517156e-01	9.919340e-02	7.999317e-02
49	-2.098206e+02	-6.433824e-06	1.326831e-01	4.134073e-01	2.516769e-01	9.917394e-02	7.999357e-02
50	-2.098462e+02	-6.057302e-06	1.326218e-01	4.135443e-01	2.516393e-01	9.915502e-02	7.999394e-02
51	-2.098704e+02	-5.703107e-06	1.325621e-01	4.136774e-01	2.516028e-01	9.913664e-02	7.999430e-02
52	-2.098934e+02	-5.369779e-06	1.325041e-01	4.138068e-01	2.515673e-01	9.911876e-02	7.999463e-02
53	-2.099152e+02	-5.055967e-06	1.324477e-01	4.139327e-01	2.515327e-01	9.910139e-02	7.999494e-02
54	-2.099359e+02	-4.760416e-06	1.323929e-01	4.140551e-01	2.514991e-01	9.908449e-02	7.999524e-02
55	-2.099556e+02	-4.481964e-06	1.323395e-01	4.141742e-01	2.514665e-01	9.906805e-02	7.999552e-02
56	-2.099742e+02	-4.219526e-06	1.322876e-01	4.142900e-01	2.514347e-01	9.905207e-02	7.999578e-02
57	-2.099919e+02	-3.972100e-06	1.322371e-01	4.144027e-01	2.514037e-01	9.903652e-02	7.999603e-02
58	-2.100087e+02	-3.738748e-06	1.321880e-01	4.145123e-01	2.513736e-01	9.902139e-02	7.999626e-02
59	-2.100246e+02	-3.518599e-06	1.321402e-01	4.146190e-01	2.513443e-01	9.900667e-02	7.999648e-02
60	-2.100398e+02	-3.310843e-06	1.320936e-01	4.147228e-01	2.513158e-01	9.899235e-02	7.999669e-02
61	-2.100542e+02	-3.114723e-06	1.320484e-01	4.148238e-01	2.512881e-01	9.897841e-02	7.999689e-02
62	-2.100678e+02	-2.929533e-06	1.320043e-01	4.149222e-01	2.512611e-01	9.896484e-02	7.999707e-02
63	-2.100808e+02	-2.754617e-06	1.319614e-01	4.150179e-01	2.512348e-01	9.895163e-02	7.999725e-02
64	-2.100931e+02	-2.589358e-06	1.319196e-01	4.151111e-01	2.512092e-01	9.893878e-02	7.999741e-02
65	-2.101048e+02	-2.433181e-06	1.318789e-01	4.152019e-01	2.511842e-01	9.892626e-02	7.999757e-02
66	-2.101160e+02	-2.285551e-06	1.318393e-01	4.152902e-01	2.511600e-01	9.891407e-02	7.999771e-02
67	-2.101265e+02	-2.145965e-06	1.318008e-01	4.153763e-01	2.511363e-01	9.890221e-02	7.999785e-02
68	-2.101366e+02	-2.013953e-06	1.317632e-01	4.154601e-01	2.511133e-01	9.889065e-02	7.999799e-02
69	-2.101461e+02	-1.889075e-06	1.317266e-01	4.155417e-01	2.510909e-01	9.887940e-02	7.999811e-02
70	-2.101552e+02	-1.770918e-06	1.316910e-01	4.156212e-01	2.510690e-01	9.886844e-02	7.999823e-02
71	-2.101639e+02	-1.659098e-06	1.316563e-01	4.156986e-01	2.510478e-01	9.885776e-02	7.999834e-02
72	-2.101721e+02	-1.553250e-06	1.316225e-01	4.157741e-01	2.510270e-01	9.884736e-02	7.999845e-02
73	-2.101799e+02	-1.453036e-06	1.315895e-01	4.158475e-01	2.510068e-01	9.883723e-02	7.999855e-02
74	-2.101873e+02	-1.358136e-06	1.315575e-01	4.159191e-01	2.509872e-01	9.882736e-02	7.999864e-02
75	-2.101944e+02	-1.268252e-06	1.315262e-01	4.159889e-01	2.509680e-01	9.881774e-02	7.999873e-02
76	-2.102011e+02	-1.183102e-06	1.314957e-01	4.160569e-01	2.509493e-01	9.880837e-02	7.999882e-02
77	-2.102075e+02	-1.102422e-06	1.314660e-01	4.161231e-01	2.509311e-01	9.879924e-02	7.999890e-02
78	-2.102135e+02	-1.025963e-06	1.314371e-01	4.161877e-01	2.509133e-01	9.879035e-02	7.999897e-02
79	-2.102193e+02	-9.534931e-07	1.314089e-01	4.162506e-01	2.508960e-01	9.878167e-02	7.999905e-02
80	-2.102248e+02	-8.847924e-07	1.313814e-01	4.163119e-01	2.508792e-01	9.877322e-02	7.999912e-02
