RTO_iter	cost	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
18	-2.099479e+02	-4.602918e-06	1.323758e-01	4.141139e-01	2.514764e-01	9.907306e-02	7.999540e-02
19	-2.099669e+02	-4.327285e-06	1.323158e-01	4.142376e-01	2.514457e-01	9.905761e-02	7.999567e-02
20	-2.099850e+02	-4.070993e-06	1.322609e-01	4.143549e-01	2.514151e-01	9.904225e-02	7.999593e-02
21	-2.100022e+02	-3.830786e-06	1.322093e-01	4.144674e-01	2.513851e-01	9.902714e-02	7.999617e-02
22	-2.100184e+02	-3.604854e-06	1.321600e-01	4.145762e-01	2.513556e-01	9.901235e-02	7.999640e-02
23	-2.100339e+02	-3.391969e-06	1.321125e-01	4.146816e-01	2.513269e-01	9.899792e-02	7.999661e-02
24	-2.100486e+02	-3.191174e-06	1.320664e-01	4.147839e-01	2.512989e-01	9.898385e-02	7.999681e-02
25	-2.100625e+02	-3.001663e-06	1.320217e-01	4.148834e-01	2.512716e-01	9.897015e-02	7.999700e-02
26	-2.100757e+02	-2.822717e-06	1.319783e-01	4.149803e-01	2.512451e-01	9.895681e-02	7.999718e-02
27	-2.100883e+02	-2.653687e-06	1.319360e-01	4.150745e-01	2.512192e-01	9.894382e-02	7.999735e-02
28	-2.101003e+02	-2.493971e-06	1.318949e-01	4.151662e-01	2.511940e-01	9.893117e-02	7.999751e-02
29	-2.101116e+02	-2.343015e-06	1.318549e-01	4.152555e-01	2.511695e-01	9.891886e-02	7.999766e-02
30	-2.101224e+02	-2.200299e-06	1.318159e-01	4.153425e-01	2.511456e-01	9.890687e-02	7.999780e-02
31	-2.101327e+02	-2.065342e-06	1.317780e-01	4.154272e-01	2.511223e-01	9.889519e-02	7.999793e-02
32	-2.101424e+02	-1.937690e-06	1.317410e-01	4.155096e-01	2.510997e-01	9.888382e-02	7.999806e-02
33	-2.101517e+02	-1.816920e-06	1.317050e-01	4.155900e-01	2.510776e-01	9.887274e-02	7.999818e-02
34	-2.101605e+02	-1.702635e-06	1.316699e-01	4.156682e-01	2.510561e-01	9.886196e-02	7.999830e-02
35	-2.101689e+02	-1.594464e-06	1.316358e-01	4.157444e-01	2.510352e-01	9.885145e-02	7.999841e-02
36	-2.101768e+02	-1.492059e-06	1.316025e-01	4.158187e-01	2.510148e-01	9.884121e-02	7.999851e-02
37	-2.101844e+02	-1.395092e-06	1.315701e-01	4.158910e-01	2.509949e-01	9.883124e-02	7.999860e-02
38	-2.101916e+02	-1.303257e-06	1.315385e-01	4.159615e-01	2.509755e-01	9.882152e-02	7.999870e-02
39	-2.101985e+02	-1.216265e-06	1.315077e-01	4.160302e-01	2.509566e-01	9.881206e-02	7.999878e-02
40	-2.102050e+02	-1.133845e-06	1.314777e-01	4.160971e-01	2.509382e-01	9.880283e-02	7.999887e-02
41	-2.102112e+02	-1.055744e-06	1.314485e-01	4.161623e-01	2.509203e-01	9.879384e-02	7.999894e-02
42	-2.102171e+02	-9.817224e-07	1.314200e-01	4.162258e-01	2.509028e-01	9.878508e-02	7.999902e-02
43	-2.102227e+02	-9.115545e-07	1.313922e-01	4.162878e-01	2.508858e-01	9.877654e-02	7.999909e-02
44	-2.102280e+02	-8.450291e-07	1.313652e-01	4.163482e-01	2.508692e-01	9.876822e-02	7.999915e-02
45	-2.102331e+02	-7.819470e-07	1.313388e-01	4.164070e-01	2.508530e-01	9.876011e-02	7.999922e-02
46	-2.102379e+02	-7.221209e-07	1.313131e-01	4.164644e-01	2.508373e-01	9.875220e-02	7.999928e-02
47	-2.102425e+02	-6.653733e-07	1.312880e-01	4.165203e-01	2.508219e-01	9.874450e-02	7.999933e-02
48	-2.102469e+02	-6.115393e-07	1.312636e-01	4.165748e-01	2.508069e-01	9.873698e-02	7.999939e-02
49	-2.102510e+02	-5.604607e-07	1.312398e-01	4.166279e-01	2.507923e-01	9.872966e-02	7.999944e-02
50	-2.102550e+02	-5.119903e-07	1.312165e-01	4.166798e-01	2.507780e-01	9.872252e-02	7.999949e-02
51	-2.102588e+02	-4.659887e-07	1.311939e-01	4.167303e-01	2.507641e-01	9.871555e-02	7.999953e-02
52	-2.102624e+02	-4.223244e-07	1.311718e-01	4.167795e-01	2.507506e-01	9.870876e-02	7.999958e-02
53	-2.102658e+02	-3.808730e-07	1.311503e-01	4.168276e-01	2.507374e-01	9.870214e-02	7.999962e-02
54	-2.102690e+02	-3.415183e-07	1.311293e-01	4.168744e-01	2.507245e-01	9.869569e-02	7.999966e-02
55	-2.102721e+02	-3.041488e-07	1.311088e-01	4.169201e-01	2.507119e-01	9.868939e-02	7.999970e-02
56	-2.102751e+02	-2.686608e-07	1.310888e-01	4.169646e-01	2.506997e-01	9.868326e-02	7.999973e-02
57	-2.102779e+02	-2.349554e-07	1.310694e-01	4.170081e-01	2.506877e-01	9.867727e-02	7.999977e-02
58	-2.102806e+02	-2.029398e-07	1.310504e-01	4.170505e-01	2.506761e-01	9.867143e-02	7.999980e-02
59	-2.102831e+02	-1.725258e-07	1.310318e-01	4.170918e-01	2.506647e-01	9.866573e-02	7.999983e-02
60	-2.102855e+02	-1.436305e-07	1.310138e-01	4.171321e-01	2.506536e-01	9.866018e-02	7.999986e-02
61	-2.102878e+02	-1.161749e-07	1.309962e-01	4.171714e-01	2.506428e-01	9.865476e-02	7.999988e-02
62	-2.102900e+02	-9.008480e-08	1.309790e-01	4.172098e-01	2.506322e-01	9.864948e-02	7.999991e-02
63	-2.102921e+02	-6.528982e-08	1.309622e-01	4.172472e-01	2.506219e-01	9.864432e-02	7.999993e-02
64	-2.102941e+02	-4.172358e-08	1.309458e-01	4.172837e-01	2.506119e-01	9.863929e-02	7.999996e-02
65	-2.102960e+02	-1.932327e-08	1.309299e-01	4.173193e-01	2.506021e-01	9.863439e-02	7.999998e-02
66	-2.102978e+02	1.970895e-09	1.309143e-01	4.173540e-01	2.505925e-01	9.862960e-02	8.000000e-02
67	-2.102996e+02	2.221535e-08	1.308991e-01	4.173879e-01	2.505832e-01	9.862493e-02	8.000002e-02
68	-2.102996e+02	2.221535e-08	1.308991e-01	4.173879e-01	2.505832e-01	9.862493e-02	8.000002e-02
69	-2.102996e+02	2.221535e-08	1.308991e-01	4.173879e-01	2.505832e-01	9.862493e-02	8.000002e-02
70	-2.102996e+02	2.221535e-08	1.308991e-01	4.173879e-01	2.505832e-01	9.862493e-02	8.000002e-02
71	-2.102996e+02	2.221535e-08	1.308991e-01	4.173879e-01	2.505832e-01	9.862493e-02	8.000002e-02
72	-2.102996e+02	2.221535e-08	1.308991e-01	4.173879e-01	2.505832e-01	9.862493e-02	8.000002e-02
73	-2.102996e+02	2.221535e-08	1.308991e-01	4.173879e-01	2.505832e-01	9.862493e-02	8.000002e-02
74	-2.102996e+02	2.221537e-08	1.308991e-01	4.173879e-01	2.505832e-01	9.862493e-02	8.000002e-02
75	-2.102996e+02	2.221538e-08	1.308991e-01	4.173879e-01	2.505832e-01	9.862493e-02	8.000002e-02
76	-2.102996e+02	2.221543e-08	1.308991e-01	4.173879e-01	2.505832e-01	9.862493e-02	8.000002e-02
77	-2.102996e+02	2.221564e-08	1.308991e-01	4.173879e-01	2.505832e-01	9.862493e-02	8.000002e-02
78	-2.102996e+02	2.221889e-08	1.308991e-01	4.173879e-01	2.505832e-01	9.862493e-02	8.000002e-02
79	-2.102995e+02	1.036240e-07	1.308669e-01	4.174136e-01	2.505908e-01	9.862871e-02	8.000010e-02
80	-2.102994e+02	2.160720e-07	1.308566e-01	4.174184e-01	2.505953e-01	9.863091e-02	8.000022e-02
