RTO_iter	cost	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
19	-2.100487e+02	-3.190428e-06	1.320678e-01	4.147832e-01	2.512983e-01	9.898356e-02	7.999681e-02
20	-2.100626e+02	-3.000511e-06	1.320223e-01	4.148835e-01	2.512712e-01	9.896994e-02	7.999700e-02
21	-2.100759e+02	-2.821412e-06	1.319784e-01	4.149807e-01	2.512447e-01	9.895665e-02	7.999718e-02
22	-2.100884e+02	-2.652346e-06	1.319359e-01	4.150751e-01	2.512189e-01	9.894368e-02	7.999735e-02
23	-2.101004e+02	-2.492651e-06	1.318947e-01	4.151669e-01	2.511938e-01	9.893105e-02	7.999751e-02
24	-2.101117e+02	-2.341741e-06	1.318546e-01	4.152563e-01	2.511693e-01	9.891874e-02	7.999766e-02
25	-2.101225e+02	-2.199082e-06	1.318156e-01	4.153432e-01	2.511454e-01	9.890676e-02	7.999780e-02
26	-2.101328e+02	-2.064184e-06	1.317776e-01	4.154279e-01	2.511221e-01	9.889509e-02	7.999794e-02
27	-2.101425e+02	-1.936590e-06	1.317407e-01	4.155104e-01	2.510995e-01	9.888372e-02	7.999806e-02
28	-2.101518e+02	-1.815878e-06	1.317047e-01	4.155907e-01	2.510774e-01	9.887265e-02	7.999818e-02
29	-2.101606e+02	-1.701648e-06	1.316696e-01	4.156689e-01	2.510559e-01	9.886186e-02	7.999830e-02
30	-2.101689e+02	-1.593529e-06	1.316355e-01	4.157451e-01	2.510350e-01	9.885136e-02	7.999841e-02
31	-2.101769e+02	-1.491174e-06	1.316022e-01	4.158193e-01	2.510146e-01	9.884112e-02	7.999851e-02
32	-2.101845e+02	-1.394253e-06	1.315698e-01	4.158916e-01	2.509947e-01	9.883115e-02	7.999861e-02
33	-2.101917e+02	-1.302462e-06	1.315382e-01	4.159621e-01	2.509753e-01	9.882144e-02	7.999870e-02
34	-2.101985e+02	-1.215512e-06	1.315074e-01	4.160308e-01	2.509565e-01	9.881197e-02	7.999878e-02
35	-2.102050e+02	-1.133132e-06	1.314774e-01	4.160977e-01	2.509381e-01	9.880275e-02	7.999887e-02
36	-2.102112e+02	-1.055069e-06	1.314482e-01	4.161629e-01	2.509202e-01	9.879376e-02	7.999894e-02
37	-2.102171e+02	-9.810820e-07	1.314197e-01	4.162264e-01	2.509027e-01	9.878500e-02	7.999902e-02
38	-2.102227e+02	-9.109476e-07	1.313920e-01	4.162883e-01	2.508857e-01	9.877647e-02	7.999909e-02
39	-2.102280e+02	-8.444536e-07	1.313649e-01	4.163487e-01	2.508691e-01	9.876815e-02	7.999916e-02
40	-2.102331e+02	-7.814011e-07	1.313386e-01	4.164075e-01	2.508529e-01	9.876004e-02	7.999922e-02
41	-2.102379e+02	-7.216029e-07	1.313128e-01	4.164649e-01	2.508371e-01	9.875213e-02	7.999928e-02
42	-2.102425e+02	-6.648825e-07	1.312878e-01	4.165208e-01	2.508217e-01	9.874443e-02	7.999934e-02
43	-2.102469e+02	-6.110733e-07	1.312634e-01	4.165753e-01	2.508068e-01	9.873692e-02	7.999939e-02
44	-2.102511e+02	-5.600186e-07	1.312395e-01	4.166284e-01	2.507921e-01	9.872959e-02	7.999944e-02
45	-2.102550e+02	-5.115708e-07	1.312163e-01	4.166802e-01	2.507779e-01	9.872245e-02	7.999949e-02
46	-2.102588e+02	-4.655903e-07	1.311937e-01	4.167307e-01	2.507640e-01	9.871549e-02	7.999953e-02
47	-2.102624e+02	-4.219463e-07	1.311716e-01	4.167800e-01	2.507505e-01	9.870871e-02	7.999958e-02
48	-2.102658e+02	-3.805143e-07	1.311501e-01	4.168280e-01	2.507373e-01	9.870209e-02	7.999962e-02
49	-2.102691e+02	-3.411771e-07	1.311291e-01	4.168748e-01	2.507244e-01	9.869563e-02	7.999966e-02
50	-2.102722e+02	-3.038253e-07	1.311086e-01	4.169205e-01	2.507118e-01	9.868934e-02	7.999970e-02
51	-2.102751e+02	-2.683535e-07	1.310887e-01	4.169650e-01	2.506996e-01	9.868320e-02	7.999973e-02
52	-2.102779e+02	-2.346637e-07	1.310692e-01	4.170085e-01	2.506876e-01	9.867722e-02	7.999977e-02
53	-2.102806e+02	-2.026626e-07	1.310502e-01	4.170508e-01	2.506760e-01	9.867138e-02	7.999980e-02
54	-2.102831e+02	-1.722623e-07	1.310317e-01	4.170922e-01	2.506646e-01	9.866568e-02	7.999983e-02
55	-2.102856e+02	-1.433798e-07	1.310136e-01	4.171325e-01	2.506535e-01	9.866013e-02	7.999986e-02
56	-2.102879e+02	-1.159369e-07	1.309960e-01	4.171718e-01	2.506427e-01	9.865471e-02	7.999988e-02
57	-2.102901e+02	-8.985852e-08	1.309788e-01	4.172101e-01	2.506321e-01	9.864943e-02	7.999991e-02
58	-2.102921e+02	-6.507504e-08	1.309621e-01	4.172475e-01	2.506218e-01	9.864428e-02	7.999993e-02
59	-2.102941e+02	-4.151943e-08	1.309457e-01	4.172840e-01	2.506118e-01	9.863925e-02	7.999996e-02
60	-2.102960e+02	-1.912898e-08	1.309297e-01	4.173196e-01	2.506020e-01	9.863434e-02	7.999998e-02
61	-2.102978e+02	2.155539e-09	1.309142e-01	4.173543e-01	2.505924e-01	9.862956e-02	8.000000e-02
62	-2.102996e+02	2.239062e-08	1.308990e-01	4.173882e-01	2.505831e-01	9.862489e-02	8.000002e-02
63	-2.102996e+02	2.239062e-08	1.308990e-01	4.173882e-01	2.505831e-01	9.862489e-02	8.000002e-02
64	-2.102996e+02	2.239062e-08	1.308990e-01	4.173882e-01	2.505831e-01	9.862489e-02	8.000002e-02
65	-2.102996e+02	2.239062e-08	1.308990e-01	4.173882e-01	2.505831e-01	9.862489e-02	8.000002e-02
66	-2.102996e+02	2.239062e-08	1.308990e-01	4.173882e-01	2.505831e-01	9.862489e-02	8.000002e-02
67	-2.102996e+02	2.239062e-08	1.308990e-01	4.173882e-01	2.505831e-01	9.862489e-02	8.000002e-02
68	-2.102996e+02	2.239062e-08	1.308990e-01	4.173882e-01	2.505831e-01	9.862489e-02	8.000002e-02
69	-2.102996e+02	2.239061e-08	1.308990e-01	4.173882e-01	2.505831e-01	9.862489e-02	8.000002e-02
70	-2.102996e+02	2.239064e-08	1.308990e-01	4.173882e-01	2.505831e-01	9.862489e-02	8.000002e-02
71	-2.102996e+02	2.239069e-08	1.308990e-01	4.173882e-01	2.505831e-01	9.862489e-02	8.000002e-02
72	-2.102996e+02	2.239090e-08	1.308990e-01	4.173882e-01	2.505831e-01	9.862489e-02	8.000002e-02
73	-2.102996e+02	2.239413e-08	1.308990e-01	4.173882e-01	2.505831e-01	9.862489e-02	8.000002e-02
74	-2.102995e+02	1.037293e-07	1.308668e-01	4.174139e-01	2.505907e-01	9.862867e-02	8.000010e-02
75	-2.102994e+02	2.160994e-07	1.308565e-01	4.174187e-01	2.505952e-01	9.863086e-02	8.000022e-02
76	-2.102993e+02	2.957024e-07	1.308658e-01	4.174071e-01	2.505954e-01	9.863096e-02	8.000030e-02
77	-2.102992e+02	3.191625e-07	1.308701e-01	4.174022e-01	2.505953e-01	9.863088e-02	8.000032e-02
78	-2.102992e+02	3.251770e-07	1.308713e-01	4.174008e-01	2.505953e-01	9.863086e-02	8.000033e-02
79	-2.102992e+02	3.266893e-07	1.308716e-01	4.174004e-01	2.505953e-01	9.863085e-02	8.000033e-02
80	-2.102992e+02	3.270675e-07	1.308717e-01	4.174003e-01	2.505953e-01	9.863085e-02	8.000033e-02
