RTO_iter	rho	tr	tr_adjusted	event	cost_unmodified	cost	con_unmodified	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	cost_eps	Fa_cost_lam	Fb_cost_lam	Tr_cost_lam	con_eps	Fa_con_lam	Fb_con_lam	Tr_con_lam
10	1.027433e+00	1.000000e+00	1.000000e+00	trust region too large	-1.892479e+02	-2.081086e+02	3.966049e+01	3.957338e-07	1.204587e-01	3.800551e-01	2.781959e-01	9.800183e-02	1.232884e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.886409e+01	-4.427809e+01	3.811179e+01	-1.569401e+01	-3.966053e+01	-3.533300e-02	-8.077181e-02	-8.874943e-01
11	1.027867e+00	1.000000e+00	1.000000e+00	trust region too large	-1.889914e+02	-2.082304e+02	3.973145e+01	3.964736e-07	1.201976e-01	3.802827e-01	2.781564e-01	9.793566e-02	1.234276e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.924222e+01	-4.442189e+01	3.812798e+01	-1.576503e+01	-3.973149e+01	-3.548063e-02	-8.109232e-02	-8.882595e-01
12	1.027803e+00	1.000000e+00	1.000000e+00	trust region too large	-1.887387e+02	-2.083447e+02	3.979981e+01	3.971828e-07	1.199612e-01	3.804917e-01	2.781153e-01	9.787052e-02	1.235613e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.960911e+01	-4.455576e+01	3.814324e+01	-1.583525e+01	-3.979984e+01	-3.562548e-02	-8.140702e-02	-8.889952e-01
13	1.027677e+00	1.000000e+00	1.000000e+00	trust region too large	-1.884896e+02	-2.084523e+02	3.986582e+01	3.978659e-07	1.197391e-01	3.806894e-01	2.780742e-01	9.780708e-02	1.236901e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.996562e+01	-4.468301e+01	3.815790e+01	-1.590371e+01	-3.986585e+01	-3.576640e-02	-8.171388e-02	-8.897047e-01
14	1.027536e+00	1.000000e+00	1.000000e+00	trust region too large	-1.882439e+02	-2.085535e+02	3.992963e+01	3.985257e-07	1.195270e-01	3.808792e-01	2.780340e-01	9.774557e-02	1.238143e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.031232e+01	-4.480522e+01	3.817193e+01	-1.597020e+01	-3.992966e+01	-3.590298e-02	-8.201217e-02	-8.903897e-01
15	1.027394e+00	1.000000e+00	1.000000e+00	trust region too large	-1.880018e+02	-2.086489e+02	3.999136e+01	3.991635e-07	1.193229e-01	3.810622e-01	2.779948e-01	9.768604e-02	1.239341e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.064960e+01	-4.492312e+01	3.818537e+01	-1.603468e+01	-3.999139e+01	-3.603521e-02	-8.230183e-02	-8.910517e-01
16	1.027256e+00	1.000000e+00	1.000000e+00	trust region too large	-1.877634e+02	-2.087387e+02	4.005111e+01	3.997805e-07	1.191259e-01	3.812392e-01	2.779567e-01	9.762844e-02	1.240497e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.097778e+01	-4.503709e+01	3.819823e+01	-1.609719e+01	-4.005113e+01	-3.616318e-02	-8.258301e-02	-8.916917e-01
17	1.027123e+00	1.000000e+00	1.000000e+00	trust region too large	-1.875285e+02	-2.088234e+02	4.010895e+01	4.003776e-07	1.189355e-01	3.814107e-01	2.779197e-01	9.757270e-02	1.241614e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.129716e+01	-4.514737e+01	3.821056e+01	-1.615779e+01	-4.010897e+01	-3.628703e-02	-8.285597e-02	-8.923107e-01
18	1.026996e+00	1.000000e+00	1.000000e+00	trust region too large	-1.872974e+02	-2.089033e+02	4.016496e+01	4.009556e-07	1.187514e-01	3.815768e-01	2.778837e-01	9.751875e-02	1.242693e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.160801e+01	-4.525412e+01	3.822236e+01	-1.621654e+01	-4.016499e+01	-3.640694e-02	-8.312098e-02	-8.929096e-01
19	1.026875e+00	1.000000e+00	1.000000e+00	trust region too large	-1.870700e+02	-2.089787e+02	4.021923e+01	4.015155e-07	1.185732e-01	3.817378e-01	2.778488e-01	9.746654e-02	1.243736e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.191059e+01	-4.535752e+01	3.823368e+01	-1.627352e+01	-4.021925e+01	-3.652304e-02	-8.337832e-02	-8.934892e-01
20	1.026760e+00	1.000000e+00	1.000000e+00	trust region too large	-1.868465e+02	-2.090498e+02	4.027181e+01	4.020578e-07	1.184008e-01	3.818939e-01	2.778149e-01	9.741597e-02	1.244745e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.220516e+01	-4.545768e+01	3.824454e+01	-1.632878e+01	-4.027183e+01	-3.663550e-02	-8.362823e-02	-8.940504e-01
21	1.026650e+00	1.000000e+00	1.000000e+00	trust region too large	-1.866267e+02	-2.091169e+02	4.032278e+01	4.025833e-07	1.182338e-01	3.820452e-01	2.777820e-01	9.736700e-02	1.245720e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.249197e+01	-4.555475e+01	3.825495e+01	-1.638239e+01	-4.032280e+01	-3.674444e-02	-8.387099e-02	-8.945938e-01
22	1.026545e+00	1.000000e+00	1.000000e+00	trust region too large	-1.864107e+02	-2.091803e+02	4.037219e+01	4.030927e-07	1.180720e-01	3.821921e-01	2.777500e-01	9.731955e-02	1.246664e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.277125e+01	-4.564884e+01	3.826495e+01	-1.643441e+01	-4.037221e+01	-3.685002e-02	-8.410684e-02	-8.951202e-01
23	1.026445e+00	1.000000e+00	1.000000e+00	trust region too large	-1.861985e+02	-2.092402e+02	4.042010e+01	4.035865e-07	1.179153e-01	3.823345e-01	2.777189e-01	9.727356e-02	1.247577e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.304322e+01	-4.574006e+01	3.827455e+01	-1.648490e+01	-4.042012e+01	-3.695236e-02	-8.433601e-02	-8.956303e-01
24	1.026349e+00	1.000000e+00	1.000000e+00	trust region too large	-1.859901e+02	-2.092967e+02	4.046658e+01	4.040653e-07	1.177634e-01	3.824728e-01	2.776887e-01	9.722899e-02	1.248461e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.330809e+01	-4.582853e+01	3.828377e+01	-1.653392e+01	-4.046659e+01	-3.705159e-02	-8.455873e-02	-8.961246e-01
25	1.026258e+00	1.000000e+00	1.000000e+00	trust region too large	-1.857855e+02	-2.093502e+02	4.051167e+01	4.045298e-07	1.176162e-01	3.826070e-01	2.776593e-01	9.718578e-02	1.249317e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.356608e+01	-4.591434e+01	3.829263e+01	-1.658151e+01	-4.051168e+01	-3.714781e-02	-8.477521e-02	-8.966038e-01
26	1.026171e+00	1.000000e+00	1.000000e+00	trust region too large	-1.855847e+02	-2.094008e+02	4.055542e+01	4.049804e-07	1.174735e-01	3.827373e-01	2.776308e-01	9.714387e-02	1.250146e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.381740e+01	-4.599759e+01	3.830115e+01	-1.662772e+01	-4.055543e+01	-3.724115e-02	-8.498565e-02	-8.970685e-01
27	1.026087e+00	1.000000e+00	1.000000e+00	trust region too large	-1.853876e+02	-2.094486e+02	4.059788e+01	4.054176e-07	1.173351e-01	3.828637e-01	2.776030e-01	9.710322e-02	1.250949e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.406222e+01	-4.607837e+01	3.830935e+01	-1.667261e+01	-4.059790e+01	-3.733171e-02	-8.519027e-02	-8.975192e-01
28	1.026008e+00	1.000000e+00	1.000000e+00	trust region too large	-1.851943e+02	-2.094938e+02	4.063911e+01	4.058419e-07	1.172009e-01	3.829866e-01	2.775761e-01	9.706378e-02	1.251728e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.430074e+01	-4.615677e+01	3.831723e+01	-1.671621e+01	-4.063912e+01	-3.741958e-02	-8.538923e-02	-8.979564e-01
29	1.025931e+00	1.000000e+00	1.000000e+00	trust region too large	-1.850046e+02	-2.095367e+02	4.067913e+01	4.062539e-07	1.170706e-01	3.831058e-01	2.775498e-01	9.702550e-02	1.252482e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.453314e+01	-4.623288e+01	3.832482e+01	-1.675858e+01	-4.067914e+01	-3.750487e-02	-8.558273e-02	-8.983806e-01
30	1.025858e+00	1.000000e+00	1.000000e+00	trust region too large	-1.848186e+02	-2.095772e+02	4.071800e+01	4.066539e-07	1.169443e-01	3.832217e-01	2.775243e-01	9.698836e-02	1.253214e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.475959e+01	-4.630678e+01	3.833213e+01	-1.679975e+01	-4.071801e+01	-3.758767e-02	-8.577095e-02	-8.987923e-01
31	1.025788e+00	1.000000e+00	1.000000e+00	trust region too large	-1.846362e+02	-2.096155e+02	4.075575e+01	4.070423e-07	1.168216e-01	3.833343e-01	2.774995e-01	9.695229e-02	1.253923e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.498026e+01	-4.637854e+01	3.833917e+01	-1.683976e+01	-4.075576e+01	-3.766807e-02	-8.595403e-02	-8.991918e-01
32	1.025722e+00	1.000000e+00	1.000000e+00	trust region too large	-1.844574e+02	-2.096518e+02	4.079242e+01	4.074195e-07	1.167026e-01	3.834437e-01	2.774753e-01	9.691728e-02	1.254611e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.519532e+01	-4.644824e+01	3.834595e+01	-1.687865e+01	-4.079243e+01	-3.774614e-02	-8.613216e-02	-8.995798e-01
33	1.025658e+00	1.000000e+00	1.000000e+00	trust region too large	-1.842822e+02	-2.096862e+02	4.082805e+01	4.077860e-07	1.165870e-01	3.835500e-01	2.774518e-01	9.688327e-02	1.255279e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.540492e+01	-4.651595e+01	3.835248e+01	-1.691646e+01	-4.082806e+01	-3.782197e-02	-8.630548e-02	-8.999565e-01
34	1.025596e+00	1.000000e+00	1.000000e+00	trust region too large	-1.841104e+02	-2.097188e+02	4.086268e+01	4.081420e-07	1.164748e-01	3.836534e-01	2.774289e-01	9.685024e-02	1.255927e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.560921e+01	-4.658173e+01	3.835879e+01	-1.695323e+01	-4.086269e+01	-3.789564e-02	-8.647414e-02	-9.003223e-01
35	1.025538e+00	1.000000e+00	1.000000e+00	trust region too large	-1.839421e+02	-2.097497e+02	4.089633e+01	4.084880e-07	1.163658e-01	3.837539e-01	2.774067e-01	9.681816e-02	1.256555e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.580834e+01	-4.664565e+01	3.836486e+01	-1.698898e+01	-4.089634e+01	-3.796722e-02	-8.663829e-02	-9.006777e-01
36	1.025482e+00	1.000000e+00	1.000000e+00	trust region too large	-1.837772e+02	-2.097790e+02	4.092904e+01	4.088243e-07	1.162599e-01	3.838515e-01	2.773850e-01	9.678698e-02	1.257166e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.600245e+01	-4.670777e+01	3.837072e+01	-1.702375e+01	-4.092905e+01	-3.803677e-02	-8.679805e-02	-9.010229e-01
37	1.025428e+00	1.000000e+00	1.000000e+00	trust region too large	-1.836157e+02	-2.098067e+02	4.096084e+01	4.091512e-07	1.161570e-01	3.839465e-01	2.773639e-01	9.675669e-02	1.257758e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.619168e+01	-4.676815e+01	3.837638e+01	-1.705757e+01	-4.096085e+01	-3.810437e-02	-8.695357e-02	-9.013583e-01
38	1.025377e+00	1.000000e+00	1.000000e+00	trust region too large	-1.834575e+02	-2.098330e+02	4.099176e+01	4.094689e-07	1.160571e-01	3.840389e-01	2.773434e-01	9.672724e-02	1.258334e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.637616e+01	-4.682685e+01	3.838184e+01	-1.709048e+01	-4.099177e+01	-3.817008e-02	-8.710497e-02	-9.016843e-01
39	1.025328e+00	1.000000e+00	1.000000e+00	trust region too large	-1.833025e+02	-2.098579e+02	4.102183e+01	4.097779e-07	1.159599e-01	3.841287e-01	2.773234e-01	9.669862e-02	1.258893e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.655602e+01	-4.688392e+01	3.838711e+01	-1.712249e+01	-4.102184e+01	-3.823397e-02	-8.725238e-02	-9.020012e-01
40	1.025281e+00	1.000000e+00	1.000000e+00	trust region too large	-1.831508e+02	-2.098816e+02	4.105108e+01	4.100784e-07	1.158655e-01	3.842161e-01	2.773040e-01	9.667080e-02	1.259436e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.673139e+01	-4.693941e+01	3.839221e+01	-1.715363e+01	-4.105108e+01	-3.829608e-02	-8.739591e-02	-9.023092e-01
41	1.025236e+00	1.000000e+00	1.000000e+00	trust region too large	-1.830022e+02	-2.099040e+02	4.107952e+01	4.103706e-07	1.157738e-01	3.843011e-01	2.772850e-01	9.664375e-02	1.259963e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.690238e+01	-4.699338e+01	3.839713e+01	-1.718394e+01	-4.107953e+01	-3.835648e-02	-8.753567e-02	-9.026086e-01
42	1.025193e+00	1.000000e+00	1.000000e+00	trust region too large	-1.828567e+02	-2.099253e+02	4.110719e+01	4.106548e-07	1.156846e-01	3.843838e-01	2.772666e-01	9.661744e-02	1.260476e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.706912e+01	-4.704587e+01	3.840188e+01	-1.721344e+01	-4.110720e+01	-3.841523e-02	-8.767179e-02	-9.028997e-01
43	1.025152e+00	1.000000e+00	1.000000e+00	trust region too large	-1.827142e+02	-2.099454e+02	4.113411e+01	4.109313e-07	1.155978e-01	3.844643e-01	2.772486e-01	9.659185e-02	1.260974e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.723171e+01	-4.709693e+01	3.840647e+01	-1.724215e+01	-4.113412e+01	-3.847237e-02	-8.780435e-02	-9.031829e-01
44	1.025113e+00	1.000000e+00	1.000000e+00	trust region too large	-1.825748e+02	-2.099646e+02	4.116031e+01	4.112003e-07	1.155135e-01	3.845426e-01	2.772311e-01	9.656696e-02	1.261458e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.739028e+01	-4.714660e+01	3.841091e+01	-1.727010e+01	-4.116031e+01	-3.852796e-02	-8.793348e-02	-9.034582e-01
45	1.025076e+00	1.000000e+00	1.000000e+00	trust region too large	-1.824383e+02	-2.099828e+02	4.118580e+01	4.114620e-07	1.154314e-01	3.846188e-01	2.772141e-01	9.654275e-02	1.261929e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.754491e+01	-4.719493e+01	3.841521e+01	-1.729731e+01	-4.118580e+01	-3.858204e-02	-8.805925e-02	-9.037261e-01
46	1.025041e+00	1.000000e+00	1.000000e+00	trust region too large	-1.823047e+02	-2.100000e+02	4.121060e+01	4.117167e-07	1.153516e-01	3.846930e-01	2.771975e-01	9.651920e-02	1.262386e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.769573e+01	-4.724196e+01	3.841936e+01	-1.732380e+01	-4.121061e+01	-3.863466e-02	-8.818178e-02	-9.039867e-01
47	1.025007e+00	1.000000e+00	1.000000e+00	trust region too large	-1.821740e+02	-2.100164e+02	4.123475e+01	4.119646e-07	1.152740e-01	3.847652e-01	2.771813e-01	9.649628e-02	1.262831e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.784282e+01	-4.728772e+01	3.842338e+01	-1.734959e+01	-4.123475e+01	-3.868586e-02	-8.830116e-02	-9.042402e-01
48	1.024975e+00	1.000000e+00	1.000000e+00	trust region too large	-1.820461e+02	-2.100320e+02	4.125825e+01	4.122059e-07	1.151985e-01	3.848356e-01	2.771656e-01	9.647398e-02	1.263264e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.798629e+01	-4.733226e+01	3.842727e+01	-1.737471e+01	-4.125826e+01	-3.873569e-02	-8.841747e-02	-9.044869e-01
49	1.024945e+00	1.000000e+00	1.000000e+00	trust region too large	-1.819209e+02	-2.100468e+02	4.128113e+01	4.124407e-07	1.151250e-01	3.849040e-01	2.771502e-01	9.645228e-02	1.263685e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.812624e+01	-4.737561e+01	3.843104e+01	-1.739917e+01	-4.128114e+01	-3.878420e-02	-8.853079e-02	-9.047269e-01
50	1.024916e+00	1.000000e+00	1.000000e+00	trust region too large	-1.817984e+02	-2.100608e+02	4.130341e+01	4.126693e-07	1.150535e-01	3.849706e-01	2.771353e-01	9.643115e-02	1.264094e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.826274e+01	-4.741782e+01	3.843468e+01	-1.742299e+01	-4.130341e+01	-3.883141e-02	-8.864123e-02	-9.049605e-01
51	1.024889e+00	1.000000e+00	1.000000e+00	trust region too large	-1.816785e+02	-2.100741e+02	4.132510e+01	4.128919e-07	1.149839e-01	3.850355e-01	2.771207e-01	9.641059e-02	1.264493e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.839590e+01	-4.745890e+01	3.843821e+01	-1.744619e+01	-4.132510e+01	-3.887737e-02	-8.874884e-02	-9.051879e-01
52	1.024863e+00	1.000000e+00	1.000000e+00	trust region too large	-1.815613e+02	-2.100868e+02	4.134622e+01	4.131086e-07	1.149162e-01	3.850987e-01	2.771065e-01	9.639057e-02	1.264880e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.852580e+01	-4.749890e+01	3.844163e+01	-1.746879e+01	-4.134622e+01	-3.892212e-02	-8.885372e-02	-9.054093e-01
53	1.024839e+00	1.000000e+00	1.000000e+00	trust region too large	-1.814466e+02	-2.100988e+02	4.136679e+01	4.133197e-07	1.148503e-01	3.851603e-01	2.770926e-01	9.637108e-02	1.265257e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.865252e+01	-4.753785e+01	3.844494e+01	-1.749081e+01	-4.136679e+01	-3.896569e-02	-8.895594e-02	-9.056248e-01
54	1.024816e+00	1.000000e+00	1.000000e+00	trust region too large	-1.813344e+02	-2.101102e+02	4.138682e+01	4.135252e-07	1.147861e-01	3.852202e-01	2.770791e-01	9.635210e-02	1.265624e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.877614e+01	-4.757577e+01	3.844814e+01	-1.751226e+01	-4.138682e+01	-3.900812e-02	-8.905557e-02	-9.058346e-01
55	1.024795e+00	1.000000e+00	1.000000e+00	trust region too large	-1.812246e+02	-2.101211e+02	4.140633e+01	4.137253e-07	1.147237e-01	3.852786e-01	2.770660e-01	9.633363e-02	1.265981e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.889675e+01	-4.761271e+01	3.845125e+01	-1.753316e+01	-4.140634e+01	-3.904943e-02	-8.915268e-02	-9.060388e-01
56	1.024775e+00	1.000000e+00	1.000000e+00	trust region too large	-1.811172e+02	-2.101314e+02	4.142534e+01	4.139203e-07	1.146628e-01	3.853355e-01	2.770532e-01	9.631563e-02	1.266329e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.901443e+01	-4.764868e+01	3.845426e+01	-1.755352e+01	-4.142534e+01	-3.908967e-02	-8.924734e-02	-9.062377e-01
57	1.024756e+00	1.000000e+00	1.000000e+00	trust region too large	-1.810122e+02	-2.101412e+02	4.144385e+01	4.141102e-07	1.146036e-01	3.853909e-01	2.770407e-01	9.629811e-02	1.266667e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.912924e+01	-4.768372e+01	3.845718e+01	-1.757336e+01	-4.144385e+01	-3.912886e-02	-8.933963e-02	-9.064314e-01
58	1.024739e+00	1.000000e+00	1.000000e+00	trust region too large	-1.809095e+02	-2.101505e+02	4.146189e+01	4.142952e-07	1.145459e-01	3.854449e-01	2.770285e-01	9.628104e-02	1.266996e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.924126e+01	-4.771785e+01	3.846002e+01	-1.759270e+01	-4.146189e+01	-3.916704e-02	-8.942959e-02	-9.066201e-01
59	1.024723e+00	1.000000e+00	1.000000e+00	trust region too large	-1.808091e+02	-2.101594e+02	4.147946e+01	4.144754e-07	1.144898e-01	3.854975e-01	2.770166e-01	9.626441e-02	1.267317e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.935056e+01	-4.775109e+01	3.846276e+01	-1.761154e+01	-4.147946e+01	-3.920423e-02	-8.951730e-02	-9.068038e-01
60	1.024708e+00	1.000000e+00	1.000000e+00	trust region too large	-1.807108e+02	-2.101678e+02	4.149658e+01	4.146510e-07	1.144351e-01	3.855488e-01	2.770050e-01	9.624822e-02	1.267629e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.945721e+01	-4.778348e+01	3.846542e+01	-1.762991e+01	-4.149659e+01	-3.924046e-02	-8.960282e-02	-9.069828e-01
61	1.024695e+00	1.000000e+00	1.000000e+00	trust region too large	-1.806148e+02	-2.101758e+02	4.151327e+01	4.148220e-07	1.143818e-01	3.855987e-01	2.769938e-01	9.623244e-02	1.267933e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.956128e+01	-4.781504e+01	3.846801e+01	-1.764781e+01	-4.151327e+01	-3.927575e-02	-8.968620e-02	-9.071572e-01
62	1.024683e+00	1.000000e+00	1.000000e+00	trust region too large	-1.805208e+02	-2.101835e+02	4.152953e+01	4.149887e-07	1.143299e-01	3.856474e-01	2.769827e-01	9.621707e-02	1.268229e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.966283e+01	-4.784579e+01	3.847051e+01	-1.766525e+01	-4.152953e+01	-3.931014e-02	-8.976751e-02	-9.073270e-01
63	1.024672e+00	1.000000e+00	1.000000e+00	trust region too large	-1.804290e+02	-2.101907e+02	4.154537e+01	4.151512e-07	1.142793e-01	3.856948e-01	2.769720e-01	9.620209e-02	1.268517e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.976192e+01	-4.787575e+01	3.847295e+01	-1.768226e+01	-4.154537e+01	-3.934365e-02	-8.984679e-02	-9.074925e-01
64	1.024662e+00	1.000000e+00	1.000000e+00	trust region too large	-1.803391e+02	-2.101976e+02	4.156081e+01	4.153095e-07	1.142301e-01	3.857411e-01	2.769615e-01	9.618750e-02	1.268798e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.985863e+01	-4.790494e+01	3.847531e+01	-1.769884e+01	-4.156081e+01	-3.937631e-02	-8.992411e-02	-9.076537e-01
65	1.024654e+00	1.000000e+00	1.000000e+00	trust region too large	-1.802513e+02	-2.102042e+02	4.157586e+01	4.154637e-07	1.141821e-01	3.857861e-01	2.769513e-01	9.617327e-02	1.269072e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.995300e+01	-4.793339e+01	3.847760e+01	-1.771500e+01	-4.157586e+01	-3.940813e-02	-8.999951e-02	-9.078108e-01
