RTO_iter	profit	XFr_A_unmodified	XFr_A	XFr_B_unmodified	XFr_B	XFr_E_unmodified	XFr_E	XFr_P_unmodified	XFr_P	XFr_G_unmodified	XFr_G	Ka1	Ka2	Kb1	Kb2	XFr_A_eps	Fb_XFr_A_lam	Tr_XFr_A_lam	XFr_B_eps	Fb_XFr_B_lam	Tr_XFr_B_lam	XFr_E_eps	Fb_XFr_E_lam	Tr_XFr_E_lam	XFr_P_eps	Fb_XFr_P_lam	Tr_XFr_P_lam	XFr_G_eps	Fb_XFr_G_lam	Tr_XFr_G_lam
10	-1.963092e+02	5.989458e-02	7.607319e-02	3.785445e-01	4.005360e-01	3.038041e-01	2.914720e-01	9.897472e-02	1.094413e-01	1.587820e-01	1.111108e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.522344e-02	3.412193e-03	7.453336e-05	2.129216e-02	5.269186e-03	-4.043562e-04	-1.177545e-02	-8.513985e-03	1.023129e-03	9.514633e-03	-3.403609e-03	1.030483e-03	-4.647467e-02	2.625348e-03	-1.274530e-03
11	-1.890764e+02	6.073686e-02	7.601607e-02	3.821789e-01	4.038425e-01	3.025497e-01	2.899709e-01	9.964497e-02	1.084971e-01	1.548896e-01	1.091895e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.499824e-02	5.182127e-03	2.186540e-04	2.154009e-02	6.560585e-03	-2.891419e-04	-1.263570e-02	-8.064918e-03	1.059692e-03	8.960876e-03	-4.756211e-03	9.025498e-04	-4.590797e-02	2.814256e-03	-1.221162e-03
12	-1.956705e+02	8.075942e-02	9.260128e-02	3.672602e-01	3.872654e-01	3.034452e-01	2.896341e-01	1.033164e-01	1.103769e-01	1.452187e-01	1.034231e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.213650e-02	5.332848e-03	3.143893e-04	1.921625e-02	9.002197e-03	-2.074142e-04	-1.403081e-02	-9.180548e-03	1.014412e-03	6.309915e-03	-4.883940e-03	1.031439e-03	-4.012437e-02	2.195742e-04	-1.493971e-03
13	-1.904375e+02	7.840047e-02	9.076709e-02	3.629325e-01	3.818473e-01	3.053144e-01	2.923416e-01	1.023095e-01	1.096420e-01	1.510431e-01	1.095196e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.218596e-02	5.595414e-03	3.213018e-04	1.890625e-02	9.328609e-03	-3.454435e-04	-1.289939e-02	-9.162389e-03	1.028391e-03	7.313337e-03	-4.902980e-03	1.001771e-03	-4.157889e-02	-1.231428e-04	-1.414228e-03
14	-1.903577e+02	8.052528e-02	9.234241e-02	3.611960e-01	3.798262e-01	3.053877e-01	2.924944e-01	1.025952e-01	1.097382e-01	1.502959e-01	1.092662e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.196727e-02	4.713066e-03	3.495669e-04	1.861699e-02	8.945149e-03	-3.088209e-04	-1.290724e-02	-9.223467e-03	1.044976e-03	7.263383e-03	-4.170223e-03	9.965318e-04	-4.099480e-02	7.684693e-04	-1.471582e-03
15	-1.916754e+02	7.512865e-02	8.802937e-02	3.684268e-01	3.880615e-01	3.042979e-01	2.909047e-01	1.021500e-01	1.096001e-01	1.499967e-01	1.079687e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.307284e-02	4.213585e-03	1.904698e-04	1.958082e-02	9.284998e-03	-2.887655e-04	-1.318997e-02	-9.740025e-03	9.793707e-04	7.282051e-03	-3.809828e-03	1.040586e-03	-4.211510e-02	6.494473e-04	-1.379208e-03
16	-1.911760e+02	6.696860e-02	8.111377e-02	3.750672e-01	3.958038e-01	3.037780e-01	2.905284e-01	1.007405e-01	1.091195e-01	1.534456e-01	1.090957e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.431669e-02	4.647253e-03	1.565128e-04	2.073323e-02	8.360736e-03	-2.907911e-04	-1.302707e-02	-6.515465e-03	1.064608e-03	8.219559e-03	-3.499904e-03	1.043564e-03	-4.430317e-02	1.808765e-03	-1.351129e-03
17	-1.904034e+02	6.128753e-02	7.647879e-02	3.814619e-01	4.030806e-01	3.026938e-01	2.899838e-01	9.974198e-02	1.086988e-01	1.548148e-01	1.091549e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.532293e-02	1.951840e-03	5.836535e-05	2.161772e-02	6.522864e-03	-3.558202e-04	-1.273707e-02	-7.469547e-03	1.076971e-03	9.085586e-03	-5.131974e-03	7.988044e-04	-4.571111e-02	1.986350e-03	-1.322406e-03
18	-2.030763e+02	8.909391e-02	1.030077e-01	3.642762e-01	3.844577e-01	3.023884e-01	2.873179e-01	1.046706e-01	1.118032e-01	1.395709e-01	1.006360e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.082393e-02	5.441965e-03	3.108277e-04	1.794346e-02	1.097477e-02	-1.351784e-04	-1.458083e-02	-8.507815e-03	1.038751e-03	5.183521e-03	-3.267600e-03	9.986471e-04	-3.752147e-02	-1.603123e-03	-1.469505e-03
19	-1.932505e+02	6.838768e-02	8.277835e-02	3.800799e-01	4.022126e-01	3.019381e-01	2.877913e-01	1.016564e-01	1.093706e-01	1.479379e-01	1.039340e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.442945e-02	2.341409e-03	1.815416e-04	2.112690e-02	7.463243e-03	-2.060228e-04	-1.417589e-02	-6.879168e-03	1.179529e-03	7.240368e-03	-3.302783e-03	1.074164e-03	-4.319315e-02	2.165897e-03	-1.371444e-03
20	-1.913528e+02	5.599090e-02	7.160464e-02	3.867526e-01	4.090551e-01	3.017450e-01	2.897637e-01	9.855305e-02	1.085293e-01	1.569584e-01	1.097616e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.592873e-02	2.012011e-03	1.446587e-05	2.195575e-02	4.983959e-03	-4.333706e-04	-1.209805e-02	-5.748897e-03	1.109673e-03	9.445440e-03	-3.312785e-03	9.733083e-04	-4.709799e-02	2.974508e-03	-1.255265e-03
