RTO_iter	profit	XFr_A_unmodified	XFr_A	XFr_B_unmodified	XFr_B	XFr_E_unmodified	XFr_E	XFr_P_unmodified	XFr_P	XFr_G_unmodified	XFr_G	Ka1	Ka2	Kb1	Kb2	XFr_A_eps	Fb_XFr_A_lam	Tr_XFr_A_lam	XFr_B_eps	Fb_XFr_B_lam	Tr_XFr_B_lam	XFr_E_eps	Fb_XFr_E_lam	Tr_XFr_E_lam	XFr_P_eps	Fb_XFr_P_lam	Tr_XFr_P_lam	XFr_G_eps	Fb_XFr_G_lam	Tr_XFr_G_lam
10	-1.909746e+02	7.510137e-02	8.812640e-02	3.693346e-01	3.891111e-01	3.040198e-01	2.905170e-01	1.022428e-01	1.094928e-01	1.493014e-01	1.072970e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.302566e-02	4.990015e-03	2.756436e-04	1.977726e-02	9.073670e-03	-2.493649e-04	-1.350319e-02	-8.167309e-03	1.050017e-03	7.250153e-03	-4.267334e-03	9.910853e-04	-4.200525e-02	5.510373e-04	-1.398230e-03
11	-1.909757e+02	7.505014e-02	8.808433e-02	3.693876e-01	3.891735e-01	3.040138e-01	2.905103e-01	1.022361e-01	1.094902e-01	1.493123e-01	1.072950e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.303450e-02	4.984243e-03	2.753453e-04	1.978633e-02	9.065394e-03	-2.497111e-04	-1.350365e-02	-8.162302e-03	1.050113e-03	7.254090e-03	-4.267144e-03	9.910411e-04	-4.201775e-02	5.579794e-04	-1.397954e-03
12	-1.909762e+02	7.502520e-02	8.806391e-02	3.694157e-01	3.892065e-01	3.040102e-01	2.905060e-01	1.022332e-01	1.094888e-01	1.493158e-01	1.072925e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.303887e-02	4.981363e-03	2.752005e-04	1.979101e-02	9.061268e-03	-2.498814e-04	-1.350427e-02	-8.159810e-03	1.050164e-03	7.255720e-03	-4.267064e-03	9.910229e-04	-4.202356e-02	5.614774e-04	-1.397823e-03
13	-1.909764e+02	7.501292e-02	8.805389e-02	3.694305e-01	3.892238e-01	3.040081e-01	2.905034e-01	1.022318e-01	1.094882e-01	1.493167e-01	1.072905e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.304105e-02	4.979915e-03	2.751295e-04	1.979342e-02	9.059195e-03	-2.499659e-04	-1.350473e-02	-8.158561e-03	1.050191e-03	7.256402e-03	-4.267030e-03	9.910154e-04	-4.202631e-02	5.632494e-04	-1.397760e-03
14	-1.909765e+02	7.500682e-02	8.804893e-02	3.694383e-01	3.892329e-01	3.040069e-01	2.905019e-01	1.022312e-01	1.094878e-01	1.493169e-01	1.072893e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.304215e-02	4.979182e-03	2.750942e-04	1.979467e-02	9.058148e-03	-2.500083e-04	-1.350504e-02	-8.157931e-03	1.050205e-03	7.256691e-03	-4.267016e-03	9.910123e-04	-4.202762e-02	5.641508e-04	-1.397730e-03
15	-1.909766e+02	7.500376e-02	8.804644e-02	3.694424e-01	3.892376e-01	3.040062e-01	2.905010e-01	1.022309e-01	1.094877e-01	1.493168e-01	1.072886e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.304270e-02	4.978811e-03	2.750766e-04	1.979531e-02	9.057616e-03	-2.500296e-04	-1.350521e-02	-8.157611e-03	1.050212e-03	7.256815e-03	-4.267009e-03	9.910110e-04	-4.202827e-02	5.646108e-04	-1.397714e-03
16	-1.909766e+02	7.500222e-02	8.804519e-02	3.694445e-01	3.892401e-01	3.040059e-01	2.905006e-01	1.022307e-01	1.094876e-01	1.493167e-01	1.072881e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.304298e-02	4.978621e-03	2.750677e-04	1.979564e-02	9.057345e-03	-2.500404e-04	-1.350532e-02	-8.157449e-03	1.050216e-03	7.256869e-03	-4.267006e-03	9.910104e-04	-4.202858e-02	5.648462e-04	-1.397707e-03
17	-1.909766e+02	7.500144e-02	8.804456e-02	3.694456e-01	3.892414e-01	3.040057e-01	2.905003e-01	1.022306e-01	1.094875e-01	1.493166e-01	1.072879e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.304313e-02	4.978524e-03	2.750633e-04	1.979581e-02	9.057207e-03	-2.500458e-04	-1.350537e-02	-8.157366e-03	1.050218e-03	7.256893e-03	-4.267005e-03	9.910102e-04	-4.202874e-02	5.649668e-04	-1.397703e-03
18	-1.909766e+02	7.500104e-02	8.804424e-02	3.694461e-01	3.892420e-01	3.040056e-01	2.905002e-01	1.022306e-01	1.094875e-01	1.493166e-01	1.072878e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.304320e-02	4.978475e-03	2.750610e-04	1.979590e-02	9.057136e-03	-2.500486e-04	-1.350540e-02	-8.157323e-03	1.050219e-03	7.256904e-03	-4.267004e-03	9.910101e-04	-4.202882e-02	5.650288e-04	-1.397701e-03
19	-1.909766e+02	7.500084e-02	8.804408e-02	3.694464e-01	3.892424e-01	3.040056e-01	2.905001e-01	1.022306e-01	1.094875e-01	1.493166e-01	1.072877e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.304324e-02	4.978449e-03	2.750598e-04	1.979595e-02	9.057100e-03	-2.500501e-04	-1.350542e-02	-8.157301e-03	1.050220e-03	7.256909e-03	-4.267004e-03	9.910100e-04	-4.202885e-02	5.650606e-04	-1.397700e-03
20	-1.909766e+02	7.500073e-02	8.804399e-02	3.694466e-01	3.892426e-01	3.040055e-01	2.905001e-01	1.022306e-01	1.094875e-01	1.493166e-01	1.072877e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.304326e-02	4.978436e-03	2.750592e-04	1.979597e-02	9.057081e-03	-2.500508e-04	-1.350543e-02	-8.157290e-03	1.050220e-03	7.256912e-03	-4.267004e-03	9.910100e-04	-4.202887e-02	5.650770e-04	-1.397700e-03
