RTO_iter	profit	XFr_A_unmodified	XFr_A	XFr_B_unmodified	XFr_B	XFr_E_unmodified	XFr_E	XFr_P_unmodified	XFr_P	XFr_G_unmodified	XFr_G	Ka1	Ka2	Kb1	Kb2	XFr_A_eps	Fb_XFr_A_lam	Tr_XFr_A_lam	XFr_B_eps	Fb_XFr_B_lam	Tr_XFr_B_lam	XFr_E_eps	Fb_XFr_E_lam	Tr_XFr_E_lam	XFr_P_eps	Fb_XFr_P_lam	Tr_XFr_P_lam	XFr_G_eps	Fb_XFr_G_lam	Tr_XFr_G_lam
10	-1.909152e+02	7.707391e-02	8.979664e-02	3.687567e-01	3.883403e-01	3.037866e-01	2.900649e-01	1.026486e-01	1.095726e-01	1.477341e-01	1.063797e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.272483e-02	4.613346e-03	2.606802e-04	1.958622e-02	8.537023e-03	-2.580535e-04	-1.372278e-02	-7.847353e-03	1.037468e-03	6.924396e-03	-4.286157e-03	9.749767e-04	-4.135736e-02	1.087441e-03	-1.368729e-03
11	-1.909183e+02	7.702922e-02	8.976094e-02	3.688060e-01	3.883995e-01	3.037807e-01	2.900572e-01	1.026435e-01	1.095705e-01	1.477406e-01	1.063742e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.273279e-02	4.608633e-03	2.604193e-04	1.959484e-02	8.530208e-03	-2.583614e-04	-1.372409e-02	-7.843150e-03	1.037561e-03	6.927231e-03	-4.285884e-03	9.749397e-04	-4.136783e-02	1.092926e-03	-1.368477e-03
12	-1.909197e+02	7.700663e-02	8.974296e-02	3.688329e-01	3.884317e-01	3.037771e-01	2.900523e-01	1.026411e-01	1.095694e-01	1.477422e-01	1.063701e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.273688e-02	4.606195e-03	2.602879e-04	1.959942e-02	8.526685e-03	-2.585187e-04	-1.372510e-02	-7.840979e-03	1.037613e-03	6.928412e-03	-4.285751e-03	9.749245e-04	-4.137288e-02	1.095783e-03	-1.368354e-03
13	-1.909204e+02	7.699505e-02	8.973375e-02	3.688476e-01	3.884491e-01	3.037749e-01	2.900493e-01	1.026400e-01	1.095689e-01	1.477424e-01	1.063674e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.273900e-02	4.604922e-03	2.602206e-04	1.960187e-02	8.524845e-03	-2.586002e-04	-1.372575e-02	-7.839846e-03	1.037641e-03	6.928915e-03	-4.285685e-03	9.749181e-04	-4.137538e-02	1.097284e-03	-1.368292e-03
14	-1.909208e+02	7.698903e-02	8.972898e-02	3.688556e-01	3.884586e-01	3.037737e-01	2.900477e-01	1.026395e-01	1.095686e-01	1.477422e-01	1.063658e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.274011e-02	4.604252e-03	2.601857e-04	1.960318e-02	8.523878e-03	-2.586427e-04	-1.372615e-02	-7.839250e-03	1.037657e-03	6.929136e-03	-4.285651e-03	9.749153e-04	-4.137663e-02	1.098077e-03	-1.368261e-03
15	-1.909210e+02	7.698588e-02	8.972649e-02	3.688599e-01	3.884636e-01	3.037730e-01	2.900467e-01	1.026392e-01	1.095684e-01	1.477420e-01	1.063649e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.274069e-02	4.603898e-03	2.601675e-04	1.960388e-02	8.523366e-03	-2.586651e-04	-1.372638e-02	-7.838935e-03	1.037665e-03	6.929235e-03	-4.285634e-03	9.749141e-04	-4.137728e-02	1.098498e-03	-1.368244e-03
16	-1.909210e+02	7.698422e-02	8.972517e-02	3.688622e-01	3.884664e-01	3.037727e-01	2.900462e-01	1.026390e-01	1.095683e-01	1.477419e-01	1.063643e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.274100e-02	4.603710e-03	2.601579e-04	1.960426e-02	8.523094e-03	-2.586769e-04	-1.372651e-02	-7.838768e-03	1.037670e-03	6.929281e-03	-4.285625e-03	9.749135e-04	-4.137761e-02	1.098722e-03	-1.368236e-03
17	-1.909211e+02	7.698333e-02	8.972448e-02	3.688634e-01	3.884679e-01	3.037725e-01	2.900459e-01	1.026390e-01	1.095683e-01	1.477418e-01	1.063640e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.274117e-02	4.603609e-03	2.601528e-04	1.960446e-02	8.522949e-03	-2.586832e-04	-1.372658e-02	-7.838679e-03	1.037672e-03	6.929303e-03	-4.285620e-03	9.749132e-04	-4.137779e-02	1.098842e-03	-1.368232e-03
18	-1.909211e+02	7.698287e-02	8.972411e-02	3.688641e-01	3.884687e-01	3.037724e-01	2.900457e-01	1.026389e-01	1.095682e-01	1.477417e-01	1.063639e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.274125e-02	4.603556e-03	2.601501e-04	1.960457e-02	8.522872e-03	-2.586866e-04	-1.372662e-02	-7.838631e-03	1.037673e-03	6.929314e-03	-4.285618e-03	9.749131e-04	-4.137788e-02	1.098906e-03	-1.368229e-03
19	-1.909211e+02	7.698262e-02	8.972391e-02	3.688645e-01	3.884691e-01	3.037723e-01	2.900457e-01	1.026389e-01	1.095682e-01	1.477417e-01	1.063638e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.274130e-02	4.603527e-03	2.601487e-04	1.960462e-02	8.522830e-03	-2.586884e-04	-1.372665e-02	-7.838606e-03	1.037674e-03	6.929319e-03	-4.285616e-03	9.749131e-04	-4.137793e-02	1.098940e-03	-1.368228e-03
20	-1.909211e+02	7.698248e-02	8.972381e-02	3.688647e-01	3.884693e-01	3.037723e-01	2.900456e-01	1.026389e-01	1.095682e-01	1.477417e-01	1.063637e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.274133e-02	4.603512e-03	2.601479e-04	1.960466e-02	8.522808e-03	-2.586893e-04	-1.372666e-02	-7.838592e-03	1.037674e-03	6.929322e-03	-4.285616e-03	9.749130e-04	-4.137795e-02	1.098958e-03	-1.368227e-03
